Year DOY   SOD           (X)           (Y)           (Z)       (DT)    (TH)    (TW)    (TT)   (SDR)
2017 191 77100  -1836969.404   6065616.917   -716257.915     -1.226   2.268   0.303   2.570  13.545
2017 191 77130  -1836969.404   6065616.917   -716257.915     -1.842   2.268   0.303   2.570  13.543
2017 191 77160  -1836969.404   6065616.917   -716257.915     -1.321   2.268   0.302   2.570  13.544
2017 191 77190  -1836969.404   6065616.917   -716257.915     -1.036   2.268   0.302   2.570  13.544
2017 191 77220  -1836969.404   6065616.917   -716257.915     -1.374   2.268   0.302   2.570  13.543
2017 191 77250  -1836969.404   6065616.917   -716257.915      1.540   2.268   0.302   2.570  13.543
2017 191 77280  -1836969.404   6065616.917   -716257.915      0.811   2.268   0.302   2.569  13.544
2017 191 77310  -1836969.404   6065616.917   -716257.915      0.559   2.268   0.302   2.569  13.545
2017 191 77340  -1836969.404   6065616.918   -716257.915      0.032   2.268   0.301   2.569  13.546
2017 191 77370  -1836969.404   6065616.918   -716257.915     -0.217   2.268   0.301   2.569  13.546
2017 191 77400  -1836969.404   6065616.918   -716257.915     -0.031   2.268   0.301   2.569  13.546
2017 191 77430  -1836969.404   6065616.918   -716257.915     -0.172   2.268   0.301   2.568  13.546
2017 191 77460  -1836969.404   6065616.918   -716257.915     -0.066   2.268   0.300   2.568  13.547
2017 191 77490  -1836969.404   6065616.918   -716257.915     -0.049   2.268   0.300   2.568  13.546
2017 191 77520  -1836969.404   6065616.918   -716257.915     -0.300   2.268   0.300   2.568  13.547
2017 191 77550  -1836969.404   6065616.918   -716257.915      0.381   2.268   0.300   2.568  13.547
2017 191 77580  -1836969.404   6065616.918   -716257.915      1.199   2.268   0.300   2.568  13.547
2017 191 77610  -1836969.404   6065616.918   -716257.915      1.515   2.268   0.300   2.568  13.547
2017 191 77640  -1836969.404   6065616.918   -716257.915      1.145   2.268   0.300   2.568  13.547
2017 191 77670  -1836969.404   6065616.918   -716257.915      1.105   2.268   0.300   2.568  13.546
2017 191 77700  -1836969.404   6065616.918   -716257.915      1.050   2.268   0.300   2.568  13.546
2017 191 77730  -1836969.404   6065616.918   -716257.915      1.369   2.268   0.300   2.568  13.547
2017 191 77760  -1836969.404   6065616.918   -716257.915      1.305   2.268   0.300   2.568  13.546
2017 191 77790  -1836969.404   6065616.918   -716257.915      1.401   2.268   0.300   2.568  13.546
2017 191 77820  -1836969.404   6065616.918   -716257.915      1.252   2.268   0.300   2.568  13.546
2017 191 77850  -1836969.404   6065616.918   -716257.915      1.123   2.268   0.300   2.568  13.545
2017 191 77880  -1836969.404   6065616.918   -716257.915      0.682   2.268   0.300   2.568  13.546
2017 191 77910  -1836969.404   6065616.918   -716257.915      0.658   2.268   0.300   2.568  13.545
2017 191 77940  -1836969.404   6065616.918   -716257.915      0.999   2.268   0.300   2.568  13.545
2017 191 77970  -1836969.404   6065616.918   -716257.915      1.205   2.268   0.300   2.568  13.544
2017 191 78000  -1836969.404   6065616.918   -716257.915      0.924   2.268   0.300   2.568  13.543
2017 191 78030  -1836969.404   6065616.918   -716257.915      0.735   2.268   0.300   2.568  13.542
2017 191 78060  -1836969.404   6065616.918   -716257.915      1.271   2.268   0.300   2.568  13.542
2017 191 78090  -1836969.404   6065616.918   -716257.915      1.326   2.268   0.300   2.568  13.542
2017 191 78120  -1836969.404   6065616.918   -716257.915      0.968   2.268   0.300   2.568  13.543
2017 191 78150  -1836969.404   6065616.918   -716257.915      0.788   2.268   0.300   2.568  13.543
2017 191 78180  -1836969.404   6065616.918   -716257.915      0.889   2.268   0.300   2.568  13.543
2017 191 78210  -1836969.404   6065616.918   -716257.915      0.572   2.268   0.300   2.568  13.544
2017 191 78240  -1836969.404   6065616.918   -716257.915      0.563   2.268   0.301   2.568  13.544
2017 191 78270  -1836969.404   6065616.918   -716257.915      0.160   2.268   0.301   2.568  13.544
2017 191 78300  -1836969.404   6065616.918   -716257.915      0.666   2.268   0.301   2.569  13.543
2017 191 78330  -1836969.404   6065616.918   -716257.915      1.838   2.268   0.301   2.569  13.542
2017 191 78360  -1836969.404   6065616.918   -716257.915      1.427   2.268   0.301   2.569  13.542
2017 191 78390  -1836969.404   6065616.918   -716257.915      1.712   2.268   0.301   2.569  13.542
2017 191 78420  -1836969.404   6065616.918   -716257.915      1.774   2.268   0.301   2.569  13.542
2017 191 78450  -1836969.404   6065616.918   -716257.915      2.074   2.268   0.301   2.569  13.542
2017 191 78480  -1836969.404   6065616.917   -716257.915      2.339   2.268   0.301   2.569  13.543
2017 191 78510  -1836969.404   6065616.917   -716257.915      2.047   2.268   0.301   2.569  13.543
2017 191 78540  -1836969.404   6065616.917   -716257.915      2.098   2.268   0.301   2.569  13.543
2017 191 78570  -1836969.404   6065616.917   -716257.915      1.974   2.268   0.301   2.568  13.544
2017 191 78600  -1836969.404   6065616.917   -716257.915      2.157   2.268   0.301   2.568  13.545
2017 191 78630  -1836969.404   6065616.917   -716257.915      1.905   2.268   0.301   2.568  13.545
2017 191 78660  -1836969.404   6065616.917   -716257.915      1.871   2.268   0.301   2.569  13.545
2017 191 78690  -1836969.404   6065616.917   -716257.915      1.628   2.268   0.301   2.569  13.543
2017 191 78720  -1836969.404   6065616.917   -716257.915      1.681   2.268   0.301   2.569  13.542
2017 191 78750  -1836969.404   6065616.917   -716257.915      1.995   2.268   0.301   2.569  13.542
2017 191 78780  -1836969.404   6065616.917   -716257.915      2.124   2.268   0.301   2.569  13.542
2017 191 78810  -1836969.404   6065616.917   -716257.915      2.053   2.268   0.301   2.569  13.543
2017 191 78840  -1836969.404   6065616.917   -716257.915      1.768   2.268   0.301   2.569  13.543
2017 191 78870  -1836969.404   6065616.917   -716257.915      1.628   2.268   0.301   2.569  13.544
2017 191 78900  -1836969.404   6065616.917   -716257.915      1.955   2.268   0.301   2.569  13.544
2017 191 78930  -1836969.404   6065616.917   -716257.915      1.769   2.268   0.301   2.569  13.543
2017 191 78960  -1836969.404   6065616.917   -716257.915      2.519   2.268   0.301   2.569  13.543
2017 191 78990  -1836969.403   6065616.917   -716257.915      2.611   2.268   0.301   2.569  13.543
2017 191 79020  -1836969.403   6065616.917   -716257.915      2.724   2.268   0.301   2.569  13.543
2017 191 79050  -1836969.403   6065616.917   -716257.915      2.199   2.268   0.301   2.569  13.543
2017 191 79080  -1836969.403   6065616.917   -716257.915      2.152   2.268   0.301   2.569  13.543
2017 191 79110  -1836969.403   6065616.917   -716257.915      2.575   2.268   0.301   2.569  13.542
2017 191 79140  -1836969.403   6065616.917   -716257.915      1.936   2.268   0.301   2.569  13.542
2017 191 79170  -1836969.403   6065616.917   -716257.915      1.836   2.268   0.301   2.569  13.542
2017 191 79200  -1836969.403   6065616.917   -716257.915      1.976   2.268   0.301   2.569  13.543
2017 191 79230  -1836969.403   6065616.917   -716257.915      1.640   2.268   0.301   2.569  13.543
2017 191 79260  -1836969.403   6065616.917   -716257.915      2.387   2.268   0.301   2.569  13.543
2017 191 79290  -1836969.403   6065616.917   -716257.915      1.724   2.268   0.301   2.569  13.543
2017 191 79320  -1836969.403   6065616.917   -716257.915      1.081   2.268   0.301   2.569  13.544
2017 191 79350  -1836969.403   6065616.917   -716257.915      2.128   2.268   0.301   2.569  13.543
2017 191 79380  -1836969.403   6065616.917   -716257.915      1.941   2.268   0.301   2.568  13.544
2017 191 79410  -1836969.403   6065616.917   -716257.915      1.917   2.268   0.301   2.568  13.545
2017 191 79440  -1836969.403   6065616.917   -716257.915      1.623   2.268   0.301   2.568  13.545
2017 191 79470  -1836969.403   6065616.917   -716257.915      1.739   2.268   0.300   2.568  13.545
2017 191 79500  -1836969.403   6065616.917   -716257.915      2.049   2.268   0.300   2.568  13.546
2017 191 79530  -1836969.403   6065616.917   -716257.915      2.062   2.268   0.300   2.568  13.546
2017 191 79560  -1836969.403   6065616.917   -716257.915      2.095   2.268   0.300   2.568  13.545
2017 191 79590  -1836969.403   6065616.917   -716257.915      1.954   2.268   0.300   2.567  13.544
2017 191 79620  -1836969.403   6065616.917   -716257.915      1.946   2.268   0.300   2.567  13.543
2017 191 79650  -1836969.403   6065616.916   -716257.915      1.923   2.268   0.299   2.567  13.543
2017 191 79680  -1836969.403   6065616.916   -716257.915      1.452   2.268   0.299   2.567  13.542
2017 191 79710  -1836969.403   6065616.916   -716257.915      1.533   2.268   0.299   2.567  13.542
2017 191 79740  -1836969.403   6065616.916   -716257.915      2.033   2.268   0.299   2.567  13.543
2017 191 79770  -1836969.403   6065616.916   -716257.915      1.876   2.268   0.299   2.567  13.545
2017 191 79800  -1836969.403   6065616.916   -716257.915      1.919   2.268   0.299   2.567  13.545
2017 191 79830  -1836969.403   6065616.916   -716257.915      2.004   2.268   0.299   2.566  13.545
2017 191 79860  -1836969.403   6065616.916   -716257.915      2.461   2.268   0.298   2.566  13.545
2017 191 79890  -1836969.403   6065616.916   -716257.915      2.109   2.268   0.298   2.566  13.545
2017 191 79920  -1836969.403   6065616.916   -716257.915      1.902   2.268   0.298   2.566  13.544
2017 191 79950  -1836969.403   6065616.916   -716257.915      1.777   2.268   0.298   2.566  13.545
2017 191 79980  -1836969.403   6065616.916   -716257.915      1.619   2.268   0.298   2.566  13.546
2017 191 80010  -1836969.403   6065616.916   -716257.914      1.908   2.268   0.298   2.566  13.546
2017 191 80040  -1836969.403   6065616.916   -716257.914      1.652   2.268   0.298   2.566  13.547
2017 191 80070  -1836969.403   6065616.916   -716257.914      1.662   2.268   0.298   2.566  13.547
2017 191 80100  -1836969.403   6065616.916   -716257.914      1.679   2.268   0.298   2.565  13.547
2017 191 80130  -1836969.403   6065616.916   -716257.914      1.862   2.268   0.297   2.565  13.547
2017 191 80160  -1836969.403   6065616.916   -716257.914      2.167   2.268   0.297   2.565  13.547
2017 191 80190  -1836969.403   6065616.916   -716257.914      2.233   2.268   0.297   2.565  13.547
2017 191 80220  -1836969.403   6065616.916   -716257.914      2.208   2.268   0.297   2.565  13.547
2017 191 80250  -1836969.403   6065616.916   -716257.914      2.233   2.268   0.297   2.565  13.547
2017 191 80280  -1836969.403   6065616.916   -716257.914      2.166   2.268   0.297   2.565  13.547
2017 191 80310  -1836969.403   6065616.916   -716257.914      1.426   2.268   0.297   2.565  13.547
2017 191 80340  -1836969.403   6065616.916   -716257.914      1.638   2.268   0.297   2.565  13.546
2017 191 80370  -1836969.403   6065616.916   -716257.914      1.554   2.268   0.297   2.564  13.547
2017 191 80400  -1836969.403   6065616.916   -716257.914      1.323   2.268   0.296   2.564  13.547
2017 191 80430  -1836969.403   6065616.916   -716257.914      1.345   2.268   0.296   2.564  13.547
2017 191 80460  -1836969.403   6065616.916   -716257.914      1.547   2.268   0.296   2.564  13.546
2017 191 80490  -1836969.403   6065616.916   -716257.914      1.653   2.268   0.295   2.563  13.547
2017 191 80520  -1836969.403   6065616.916   -716257.914      1.615   2.268   0.295   2.563  13.546
2017 191 80550  -1836969.403   6065616.916   -716257.914      1.543   2.268   0.295   2.562  13.547
2017 191 80580  -1836969.403   6065616.916   -716257.914      1.963   2.268   0.295   2.562  13.549
2017 191 80610  -1836969.403   6065616.916   -716257.914      2.214   2.268   0.294   2.562  13.549
2017 191 80640  -1836969.403   6065616.916   -716257.914      2.101   2.268   0.294   2.562  13.551
2017 191 80670  -1836969.403   6065616.916   -716257.914      1.845   2.268   0.294   2.562  13.551
2017 191 80700  -1836969.403   6065616.915   -716257.914      1.950   2.268   0.294   2.562  13.550
2017 191 80730  -1836969.403   6065616.915   -716257.914      1.541   2.268   0.294   2.562  13.549
2017 191 80760  -1836969.403   6065616.915   -716257.914      1.698   2.268   0.294   2.562  13.549
2017 191 80790  -1836969.402   6065616.915   -716257.914      1.358   2.268   0.294   2.562  13.549
2017 191 80820  -1836969.402   6065616.915   -716257.914      1.880   2.268   0.294   2.562  13.549
2017 191 80850  -1836969.402   6065616.915   -716257.914      1.646   2.268   0.294   2.562  13.548
2017 191 80880  -1836969.402   6065616.915   -716257.914      1.581   2.268   0.294   2.562  13.548
2017 191 80910  -1836969.402   6065616.915   -716257.914      1.575   2.268   0.294   2.561  13.547
2017 191 80940  -1836969.402   6065616.915   -716257.914      2.028   2.268   0.293   2.561  13.548
2017 191 80970  -1836969.402   6065616.915   -716257.914      2.075   2.268   0.293   2.561  13.549
2017 191 81000  -1836969.402   6065616.915   -716257.914      2.125   2.268   0.293   2.561  13.548
2017 191 81030  -1836969.402   6065616.915   -716257.914      0.751   2.268   0.293   2.561  13.548
2017 191 81060  -1836969.402   6065616.915   -716257.914      0.783   2.268   0.293   2.561  13.548
2017 191 81090  -1836969.402   6065616.915   -716257.914      0.761   2.268   0.293   2.561  13.548
2017 191 81120  -1836969.402   6065616.915   -716257.914      0.910   2.268   0.293   2.560  13.548
2017 191 81150  -1836969.402   6065616.915   -716257.914      0.923   2.268   0.292   2.560  13.548
2017 191 81180  -1836969.402   6065616.915   -716257.914      0.290   2.268   0.292   2.560  13.548
2017 191 81210  -1836969.402   6065616.915   -716257.914      0.721   2.268   0.292   2.560  13.549
2017 191 81240  -1836969.402   6065616.915   -716257.914      0.674   2.268   0.292   2.560  13.549
2017 191 81270  -1836969.402   6065616.915   -716257.914      0.808   2.268   0.291   2.559  13.549
2017 191 81300  -1836969.402   6065616.915   -716257.914      1.706   2.268   0.291   2.559  13.549
2017 191 81330  -1836969.402   6065616.915   -716257.914      0.948   2.268   0.291   2.559  13.548
2017 191 81360  -1836969.402   6065616.915   -716257.914      0.778   2.268   0.291   2.558  13.549
2017 191 81390  -1836969.402   6065616.915   -716257.914      0.219   2.268   0.290   2.558  13.550
2017 191 81420  -1836969.402   6065616.915   -716257.914      0.556   2.268   0.290   2.558  13.550
2017 191 81450  -1836969.402   6065616.916   -716257.914      0.704   2.268   0.289   2.557  13.551
2017 191 81480  -1836969.402   6065616.916   -716257.914      0.888   2.268   0.289   2.557  13.551
2017 191 81510  -1836969.402   6065616.916   -716257.914      1.197   2.268   0.289   2.557  13.551
2017 191 81540  -1836969.402   6065616.916   -716257.914      1.185   2.268   0.289   2.556  13.551
2017 191 81570  -1836969.402   6065616.916   -716257.914      0.899   2.268   0.289   2.556  13.551
2017 191 81600  -1836969.402   6065616.916   -716257.914      0.350   2.268   0.288   2.556  13.550
2017 191 81630  -1836969.402   6065616.916   -716257.914      0.576   2.268   0.288   2.556  13.551
2017 191 81660  -1836969.402   6065616.916   -716257.914      0.569   2.268   0.289   2.556  13.551
2017 191 81690  -1836969.402   6065616.916   -716257.914      0.825   2.268   0.289   2.556  13.551
2017 191 81720  -1836969.402   6065616.916   -716257.914      0.866   2.268   0.289   2.557  13.551
